date,asin,product_name,category,quantity_on_hand,quantity_sold,quantity_received,list_price,inventory_value_at_cost
2025-07-21,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,67,4,0,59.99,1742.0
2025-07-22,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,2,0,59.99,1690.0
2025-07-23,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,62,3,0,59.99,1612.0
2025-07-24,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,61,1,0,59.99,1586.0
2025-07-25,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,58,3,0,59.99,1508.0
2025-07-26,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,53,5,0,59.99,1378.0
2025-07-27,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,48,5,0,59.99,1248.0
2025-07-28,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,45,3,0,59.99,1170.0
2025-07-29,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,43,2,0,59.99,1118.0
2025-07-30,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,40,3,0,59.99,1040.0
2025-07-31,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,38,2,0,59.99,988.0
2025-08-01,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,36,2,0,59.99,936.0
2025-08-02,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,33,3,0,59.99,858.0
2025-08-03,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,32,1,0,59.99,832.0
2025-08-04,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,28,4,0,59.99,728.0
2025-08-05,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,28,0,0,59.99,728.0
2025-08-06,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,25,3,0,59.99,650.0
2025-08-07,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,22,3,0,59.99,572.0
2025-08-08,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,20,2,0,59.99,520.0
2025-08-09,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,77,3,60,59.99,2002.0
2025-08-10,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,75,2,0,59.99,1950.0
2025-08-11,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,73,2,0,59.99,1898.0
2025-08-12,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,71,2,0,59.99,1846.0
2025-08-13,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,68,3,0,59.99,1768.0
2025-08-14,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,66,2,0,59.99,1716.0
2025-08-15,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,60,6,0,59.99,1560.0
2025-08-16,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,56,4,0,59.99,1456.0
2025-08-17,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,52,4,0,59.99,1352.0
2025-08-18,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,48,4,0,59.99,1248.0
2025-08-19,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,45,3,0,59.99,1170.0
2025-08-20,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,42,3,0,59.99,1092.0
2025-08-21,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,37,5,0,59.99,962.0
2025-08-22,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,34,3,0,59.99,884.0
2025-08-23,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,26,8,0,59.99,676.0
2025-08-24,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,24,2,0,59.99,624.0
2025-08-25,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,21,3,0,59.99,546.0
2025-08-26,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,79,2,60,59.99,2054.0
2025-08-27,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,75,4,0,59.99,1950.0
2025-08-28,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,68,7,0,59.99,1768.0
2025-08-29,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,63,5,0,59.99,1638.0
2025-08-30,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,63,0,0,59.99,1638.0
2025-08-31,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,59,4,0,59.99,1534.0
2025-09-01,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,55,4,0,59.99,1430.0
2025-09-02,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,50,5,0,59.99,1300.0
2025-09-03,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,45,5,0,59.99,1170.0
2025-09-04,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,41,4,0,59.99,1066.0
2025-09-05,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,35,6,0,59.99,910.0
2025-09-06,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,32,3,0,59.99,832.0
2025-09-07,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,30,2,0,59.99,780.0
2025-09-08,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,26,4,0,59.99,676.0
2025-09-09,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,22,4,0,59.99,572.0
2025-09-10,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,20,2,0,59.99,520.0
2025-09-11,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,75,5,60,59.99,1950.0
2025-09-12,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,73,2,0,59.99,1898.0
2025-09-13,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,68,5,0,59.99,1768.0
2025-09-14,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,3,0,59.99,1690.0
2025-09-15,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,63,2,0,59.99,1638.0
2025-09-16,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,58,5,0,59.99,1508.0
2025-09-17,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,54,4,0,59.99,1404.0
2025-09-18,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,49,5,0,59.99,1274.0
2025-09-19,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,43,6,0,59.99,1118.0
2025-09-20,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,37,6,0,59.99,962.0
2025-09-21,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,32,5,0,59.99,832.0
2025-09-22,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,30,2,0,59.99,780.0
2025-09-23,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,24,6,0,59.99,624.0
2025-09-24,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,21,3,0,59.99,546.0
2025-09-25,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,74,7,60,59.99,1924.0
2025-09-26,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,67,7,0,59.99,1742.0
2025-09-27,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,2,0,59.99,1690.0
2025-09-28,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,58,7,0,59.99,1508.0
2025-09-29,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,57,1,0,59.99,1482.0
2025-09-30,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,50,7,0,59.99,1300.0
2025-10-01,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,47,3,0,59.99,1222.0
2025-10-02,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,45,2,0,59.99,1170.0
2025-10-03,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,44,1,0,59.99,1144.0
2025-10-04,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,40,4,0,59.99,1040.0
2025-10-05,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,36,4,0,59.99,936.0
2025-10-06,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,33,3,0,59.99,858.0
2025-10-07,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,31,2,0,59.99,806.0
2025-10-08,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,27,4,0,59.99,702.0
2025-10-09,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,26,1,0,59.99,676.0
2025-10-10,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,22,4,0,59.99,572.0
2025-10-11,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,20,2,0,59.99,520.0
2025-10-12,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,77,3,60,59.99,2002.0
2025-10-13,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,75,2,0,59.99,1950.0
2025-10-14,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,73,2,0,59.99,1898.0
2025-10-15,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,68,5,0,59.99,1768.0
2025-10-16,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,3,0,59.99,1690.0
2025-10-17,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,62,3,0,59.99,1612.0
2025-10-18,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,57,5,0,59.99,1482.0
2025-10-19,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,52,5,0,59.99,1352.0
2025-10-20,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,51,1,0,59.99,1326.0
2025-10-21,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,49,2,0,59.99,1274.0
2025-10-22,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,47,2,0,59.99,1222.0
2025-10-23,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,44,3,0,59.99,1144.0
2025-10-24,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,42,2,0,59.99,1092.0
2025-10-25,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,40,2,0,59.99,1040.0
2025-10-26,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,40,0,0,59.99,1040.0
2025-10-27,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,39,1,0,59.99,1014.0
2025-10-28,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,37,2,0,59.99,962.0
2025-10-29,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,35,2,0,59.99,910.0
2025-10-30,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,34,1,0,59.99,884.0
2025-10-31,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,29,5,0,59.99,754.0
2025-11-01,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,25,4,0,59.99,650.0
2025-11-02,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,19,6,0,59.99,494.0
2025-11-03,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,77,2,60,59.99,2002.0
2025-11-04,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,74,3,0,59.99,1924.0
2025-11-05,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,73,1,0,59.99,1898.0
2025-11-06,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,71,2,0,59.99,1846.0
2025-11-07,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,70,1,0,59.99,1820.0
2025-11-08,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,5,0,59.99,1690.0
2025-11-09,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,59,6,0,59.99,1534.0
2025-11-10,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,58,1,0,59.99,1508.0
2025-11-11,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,57,1,0,59.99,1482.0
2025-11-12,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,53,4,0,59.99,1378.0
2025-11-13,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,49,4,0,59.99,1274.0
2025-11-14,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,42,7,0,59.99,1092.0
2025-11-15,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,37,5,0,59.99,962.0
2025-11-16,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,33,4,0,59.99,858.0
2025-11-17,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,30,3,0,59.99,780.0
2025-11-18,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,28,2,0,59.99,728.0
2025-11-19,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,25,3,0,59.99,650.0
2025-11-20,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,23,2,0,59.99,598.0
2025-11-21,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,21,2,0,59.99,546.0
2025-11-22,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,76,5,60,59.99,1976.0
2025-11-23,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,76,0,0,59.99,1976.0
2025-11-24,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,68,8,0,59.99,1768.0
2025-11-25,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,3,0,59.99,1690.0
2025-11-26,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,58,7,0,59.99,1508.0
2025-11-27,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,52,6,0,59.99,1352.0
2025-11-28,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,45,7,0,59.99,1170.0
2025-11-29,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,35,10,0,59.99,910.0
2025-11-30,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,30,5,0,59.99,780.0
2025-12-01,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,28,2,0,59.99,728.0
2025-12-02,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,24,4,0,59.99,624.0
2025-12-03,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,18,6,0,59.99,468.0
2025-12-04,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,72,6,60,59.99,1872.0
2025-12-05,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,68,4,0,59.99,1768.0
2025-12-06,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,3,0,59.99,1690.0
2025-12-07,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,56,9,0,59.99,1456.0
2025-12-08,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,52,4,0,59.99,1352.0
2025-12-09,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,50,2,0,59.99,1300.0
2025-12-10,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,46,4,0,59.99,1196.0
2025-12-11,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,44,2,0,59.99,1144.0
2025-12-12,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,38,6,0,59.99,988.0
2025-12-13,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,30,8,0,59.99,780.0
2025-12-14,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,26,4,0,59.99,676.0
2025-12-15,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,22,4,0,59.99,572.0
2025-12-16,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,16,6,0,59.99,416.0
2025-12-17,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,72,4,60,59.99,1872.0
2025-12-18,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,68,4,0,59.99,1768.0
2025-12-19,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,61,7,0,59.99,1586.0
2025-12-20,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,55,6,0,59.99,1430.0
2025-12-21,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,51,4,0,59.99,1326.0
2025-12-22,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,49,2,0,59.99,1274.0
2025-12-23,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,41,8,0,59.99,1066.0
2025-12-24,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,38,3,0,59.99,988.0
2025-12-25,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,36,2,0,59.99,936.0
2025-12-26,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,31,5,0,59.99,806.0
2025-12-27,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,25,6,0,59.99,650.0
2025-12-28,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,25,0,0,59.99,650.0
2025-12-29,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,20,5,0,59.99,520.0
2025-12-30,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,76,4,60,59.99,1976.0
2025-12-31,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,76,0,0,59.99,1976.0
2026-01-01,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,74,2,0,59.99,1924.0
2026-01-02,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,73,1,0,59.99,1898.0
2026-01-03,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,71,2,0,59.99,1846.0
2026-01-04,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,66,5,0,59.99,1716.0
2026-01-05,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,1,0,59.99,1690.0
2026-01-06,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,62,3,0,59.99,1612.0
2026-01-07,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,60,2,0,59.99,1560.0
2026-01-08,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,57,3,0,59.99,1482.0
2026-01-09,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,54,3,0,59.99,1404.0
2026-01-10,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,49,5,0,59.99,1274.0
2026-01-11,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,45,4,0,59.99,1170.0
2026-01-12,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,44,1,0,59.99,1144.0
2026-01-13,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,41,3,0,59.99,1066.0
2026-01-14,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,38,3,0,59.99,988.0
2026-01-15,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,37,1,0,59.99,962.0
2026-01-16,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,35,2,0,59.99,910.0
2026-01-17,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,33,2,0,59.99,858.0
2026-01-18,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,32,1,0,59.99,832.0
2026-01-19,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,30,2,0,59.99,780.0
2026-01-20,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,28,2,0,59.99,728.0
2026-01-21,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,27,1,0,59.99,702.0
2026-01-22,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,24,3,0,59.99,624.0
2026-01-23,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,20,4,0,59.99,520.0
2026-01-24,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,76,4,60,59.99,1976.0
2026-01-25,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,72,4,0,59.99,1872.0
2026-01-26,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,70,2,0,59.99,1820.0
2026-01-27,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,67,3,0,59.99,1742.0
2026-01-28,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,65,2,0,59.99,1690.0
2026-01-29,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,61,4,0,59.99,1586.0
2026-01-30,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,60,1,0,59.99,1560.0
2026-01-31,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,58,2,0,59.99,1508.0
2026-02-01,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,54,4,0,59.99,1404.0
2026-02-02,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,50,4,0,59.99,1300.0
2026-02-03,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,48,2,0,59.99,1248.0
2026-02-04,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,47,1,0,59.99,1222.0
2026-02-05,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,47,0,0,59.99,1222.0
2026-02-06,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,42,5,0,59.99,1092.0
2026-02-07,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,37,5,0,59.99,962.0
2026-02-08,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,36,1,0,59.99,936.0
2026-02-09,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,34,2,0,59.99,884.0
2026-02-10,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,29,5,0,59.99,754.0
2026-02-11,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,27,2,0,59.99,702.0
2026-02-12,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,23,4,0,59.99,598.0
2026-02-13,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,17,6,0,59.99,442.0
2026-02-14,B09WEBAM05,StreamView 1080p 60fps Webcam with Built-in Mic,Computer Accessories,71,6,60,59.99,1846.0
2025-02-15,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,79,6,0,44.99,1422.0
2025-02-16,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,76,3,0,44.99,1368.0
2025-02-17,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,75,1,0,44.99,1350.0
2025-02-18,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,73,2,0,44.99,1314.0
2025-02-19,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,73,0,0,44.99,1314.0
2025-02-20,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,71,2,0,44.99,1278.0
2025-02-21,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,68,3,0,44.99,1224.0
2025-02-22,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,65,3,0,44.99,1170.0
2025-02-23,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,60,5,0,44.99,1080.0
2025-02-24,B09STAND06,ErgoRise Aluminum Laptop Stand Adjustable,Computer Accessories,57,3,0,44.99,1026.0
