datetime,quantity,price_gbp,actual_food
2020-07-26 17:24:01,1,2.49,McFlurry Oreo
2020-07-26 20:16:42,4,4.76,Apple Pie
2020-07-26 21:03:51,4,15.96,Chicken Nuggets 6pc
2020-07-26 21:48:40,4,15.96,Chicken Nuggets 6pc
2020-07-27 09:04:31,2,4.38,Fries Medium
2020-07-27 09:09:18,1,3.99,Chicken Nuggets 6pc
2020-07-27 09:21:22,1,1.49,Cheeseburger
2020-07-27 09:29:59,1,1.99,Double Cheeseburger
2020-07-27 10:19:00,2,5.98,McCafe Latte
2020-07-27 10:33:47,1,4.99,Quarter Pounder
2020-07-27 11:38:01,1,2.19,Fries Medium
2020-07-27 11:43:26,1,1.99,Double Cheeseburger
2020-07-27 14:04:31,1,2.99,McCafe Latte
2020-07-27 14:06:31,2,5.98,Fries Large
2020-07-27 16:32:48,1,2.49,McFlurry Oreo
2020-07-27 18:58:28,3,12.87,Filet-O-Fish
2020-07-28 08:32:16,2,9.98,Quarter Pounder
2020-07-28 09:57:13,3,3.57,Apple Pie
2020-07-28 10:12:43,3,3.57,Apple Pie
2020-07-28 10:14:05,3,14.97,Big Mac
2020-07-28 10:50:13,3,8.97,McCafe Latte
2020-07-28 12:17:30,2,2.18,Hash Brown
2020-07-28 13:45:35,1,1.19,Apple Pie
2020-07-28 14:06:37,3,3.27,Hash Brown
2020-07-28 14:12:36,4,11.96,McChicken Sandwich
2020-07-28 14:56:28,4,4.36,Hash Brown
2020-07-28 15:47:51,3,5.97,Double Cheeseburger
2020-07-28 16:25:59,4,19.96,Quarter Pounder
2020-07-28 18:52:04,3,8.97,Fries Large
2020-07-28 21:20:39,3,12.87,Filet-O-Fish
2020-07-29 08:51:31,2,2.38,Apple Pie
2020-07-29 09:13:42,2,5.98,Fries Large
2020-07-29 10:38:20,4,11.96,McChicken Sandwich
2020-07-29 10:49:20,3,8.97,Fries Large
2020-07-29 11:29:36,3,3.27,Hash Brown
2020-07-29 11:35:04,3,8.97,McCafe Latte
2020-07-29 11:36:01,4,15.96,Chicken Nuggets 6pc
2020-07-29 12:26:07,1,4.99,Quarter Pounder
2020-07-29 13:44:00,1,2.99,McChicken Sandwich
2020-07-29 13:52:20,4,17.16,Filet-O-Fish
2020-07-29 14:01:07,3,6.57,Fries Medium
2020-07-29 14:50:11,3,4.47,Cheeseburger
2020-07-29 15:18:08,1,3.99,Chicken Nuggets 6pc
2020-07-29 16:17:45,1,1.19,Apple Pie
2020-07-29 16:58:33,1,4.29,Filet-O-Fish
2020-07-29 17:13:33,3,12.87,Filet-O-Fish
2020-07-29 17:57:41,1,3.99,Chicken Nuggets 6pc
2020-07-29 18:50:54,1,2.19,Fries Medium
2020-07-30 08:19:04,1,4.99,Big Mac
2020-07-30 09:20:55,2,9.98,Big Mac
2020-07-30 09:30:06,1,2.99,Fries Large
2020-07-30 11:03:52,1,2.99,McChicken Sandwich
2020-07-30 11:10:05,4,4.36,Hash Brown
2020-07-30 12:56:50,1,4.99,Big Mac
2020-07-30 14:05:35,3,8.97,Fries Large
2020-07-30 15:39:03,3,8.97,McCafe Latte
2020-07-30 19:19:17,4,11.96,McCafe Latte
2020-07-30 19:29:31,3,12.87,Filet-O-Fish
2020-07-30 21:23:39,1,1.99,Double Cheeseburger
2020-07-30 21:57:34,3,3.57,Apple Pie
2020-07-31 09:08:20,4,5.96,Cheeseburger
2020-07-31 09:16:49,2,9.98,Quarter Pounder
2020-07-31 11:00:42,1,4.99,Quarter Pounder
2020-07-31 12:44:10,4,11.96,Fries Large
2020-07-31 13:13:52,1,4.99,Quarter Pounder
2020-07-31 13:24:28,2,2.98,Cheeseburger
2020-07-31 13:35:53,1,2.19,Fries Medium
2020-07-31 13:49:46,3,14.97,Quarter Pounder
2020-07-31 14:10:43,3,8.97,McChicken Sandwich
2020-07-31 17:30:42,2,5.98,McChicken Sandwich
2020-07-31 18:28:42,4,5.96,Cheeseburger
2020-07-31 19:04:04,2,2.38,Apple Pie
2020-07-31 20:19:45,3,11.97,Chicken Nuggets 6pc
2020-07-31 20:25:12,2,7.98,Chicken Nuggets 6pc
2020-07-31 21:24:12,4,4.76,Apple Pie
2020-07-31 21:32:06,2,9.98,Quarter Pounder
2020-08-01 09:14:07,2,3.98,Double Cheeseburger
2020-08-01 09:43:03,4,9.96,McFlurry Oreo
2020-08-01 10:29:56,1,3.99,Chicken Nuggets 6pc
2020-08-01 11:01:57,1,2.99,McChicken Sandwich
2020-08-01 12:01:30,2,9.98,Quarter Pounder
2020-08-01 12:12:25,2,8.58,Filet-O-Fish
2020-08-01 12:14:56,1,2.99,McChicken Sandwich
2020-08-01 13:16:07,4,7.96,Double Cheeseburger
2020-08-01 13:27:13,1,2.49,McFlurry Oreo
2020-08-01 14:25:06,4,15.96,Chicken Nuggets 6pc
2020-08-01 15:13:10,3,3.57,Apple Pie
2020-08-01 15:17:23,1,2.99,Fries Large
2020-08-01 16:27:32,4,5.96,Cheeseburger
2020-08-01 16:38:31,3,4.47,Cheeseburger
2020-08-01 17:17:15,1,4.99,Big Mac
2020-08-01 18:24:46,1,2.99,McChicken Sandwich
2020-08-02 08:11:16,3,12.87,Filet-O-Fish
2020-08-02 08:42:30,2,9.98,Quarter Pounder
2020-08-02 09:11:32,1,1.09,Hash Brown
2020-08-02 10:20:43,2,2.18,Hash Brown
2020-08-02 10:21:57,2,5.98,McChicken Sandwich
2020-08-02 12:51:47,1,2.99,McChicken Sandwich
2020-08-02 15:07:02,2,9.98,Quarter Pounder
2020-08-02 15:37:00,3,14.97,Big Mac
2020-08-02 15:47:22,4,11.96,Fries Large
2020-08-02 18:31:16,3,7.47,McFlurry Oreo
2020-08-02 18:48:54,2,5.98,McChicken Sandwich
2020-08-02 19:19:54,4,4.36,Hash Brown
2020-08-02 19:38:18,3,8.97,Fries Large
2020-08-02 20:09:49,2,4.98,McFlurry Oreo
2020-08-02 21:14:33,3,14.97,Big Mac
2020-08-03 08:29:02,3,8.97,McCafe Latte
2020-08-03 09:00:31,3,8.97,Fries Large
2020-08-03 09:17:43,4,15.96,Chicken Nuggets 6pc
2020-08-03 10:26:54,1,2.49,McFlurry Oreo
2020-08-03 12:12:02,3,12.87,Filet-O-Fish
2020-08-03 13:13:47,4,4.76,Apple Pie
2020-08-03 13:25:37,3,5.97,Double Cheeseburger
2020-08-03 13:31:01,2,2.38,Apple Pie
2020-08-03 14:40:06,2,5.98,McChicken Sandwich
2020-08-03 15:18:04,3,4.47,Cheeseburger
2020-08-03 15:43:09,2,3.98,Double Cheeseburger
2020-08-03 16:11:16,4,8.76,Fries Medium
2020-08-03 16:49:42,3,3.27,Hash Brown
2020-08-03 17:35:42,3,7.47,McFlurry Oreo
2020-08-03 17:50:50,4,17.16,Filet-O-Fish
2020-08-03 21:22:19,1,4.99,Quarter Pounder
2020-08-03 21:39:07,3,11.97,Chicken Nuggets 6pc
2020-08-04 08:31:19,1,2.19,Fries Medium
2020-08-04 09:08:33,4,11.96,McCafe Latte
2020-08-04 09:19:36,3,6.57,Fries Medium
2020-08-04 09:45:17,2,4.38,Fries Medium
2020-08-04 11:02:30,3,8.97,McChicken Sandwich
2020-08-04 12:08:22,1,4.99,Big Mac
2020-08-04 13:42:53,4,19.96,Big Mac
2020-08-04 14:35:12,2,4.38,Fries Medium
2020-08-04 14:37:58,2,2.98,Cheeseburger
2020-08-04 14:57:06,4,17.16,Filet-O-Fish
2020-08-04 16:11:24,4,7.96,Double Cheeseburger
2020-08-04 17:19:11,3,6.57,Fries Medium
2020-08-04 18:49:12,2,5.98,McCafe Latte
2020-08-04 18:56:20,4,15.96,Chicken Nuggets 6pc
2020-08-04 20:43:40,2,5.98,Fries Large
2020-08-05 08:48:54,3,4.47,Cheeseburger
2020-08-05 09:04:00,2,2.18,Hash Brown
2020-08-05 10:14:57,4,5.96,Cheeseburger
2020-08-05 12:40:19,2,3.98,Double Cheeseburger
2020-08-05 14:29:01,4,19.96,Quarter Pounder
2020-08-05 14:42:00,2,8.58,Filet-O-Fish
2020-08-05 15:01:53,1,1.19,Apple Pie
2020-08-05 15:22:27,3,3.27,Hash Brown
2020-08-05 16:06:15,1,1.49,Cheeseburger
2020-08-05 16:59:43,3,3.27,Hash Brown
2020-08-05 17:32:23,2,5.98,McCafe Latte
2020-08-05 17:58:19,2,5.98,McCafe Latte
2020-08-05 19:13:33,1,1.09,Hash Brown
2020-08-05 20:26:05,1,2.49,McFlurry Oreo
2020-08-05 20:31:39,1,1.09,Hash Brown
2020-08-05 21:03:05,4,19.96,Quarter Pounder
2020-08-05 21:03:07,3,14.97,Quarter Pounder
2020-08-05 21:18:36,1,2.99,Fries Large
2020-08-05 21:41:06,3,14.97,Big Mac
2020-08-06 08:10:22,3,14.97,Quarter Pounder
2020-08-06 08:18:29,2,8.58,Filet-O-Fish
2020-08-06 08:37:19,4,11.96,McChicken Sandwich
2020-08-06 08:58:58,4,19.96,Big Mac
2020-08-06 08:59:07,4,19.96,Quarter Pounder
2020-08-06 10:32:47,2,3.98,Double Cheeseburger
2020-08-06 10:52:47,2,9.98,Big Mac
2020-08-06 12:50:48,2,5.98,McCafe Latte
2020-08-06 13:41:46,2,3.98,Double Cheeseburger
2020-08-06 13:57:45,2,4.98,McFlurry Oreo
2020-08-06 14:09:40,1,4.99,Quarter Pounder
2020-08-06 14:24:44,3,5.97,Double Cheeseburger
2020-08-06 15:11:52,4,8.76,Fries Medium
2020-08-06 15:26:52,1,2.99,McCafe Latte
2020-08-06 15:30:18,2,2.18,Hash Brown
2020-08-06 15:45:54,3,11.97,Chicken Nuggets 6pc
2020-08-06 15:56:46,2,5.98,Fries Large
2020-08-06 16:04:11,4,9.96,McFlurry Oreo
2020-08-06 17:31:23,1,2.19,Fries Medium
2020-08-06 21:39:43,3,3.57,Apple Pie
2020-08-07 08:01:54,1,4.29,Filet-O-Fish
2020-08-07 09:57:56,2,2.18,Hash Brown
2020-08-07 10:20:06,1,3.99,Chicken Nuggets 6pc
2020-08-07 10:44:20,3,11.97,Chicken Nuggets 6pc
2020-08-07 11:06:42,2,2.18,Hash Brown
2020-08-07 11:12:47,3,14.97,Quarter Pounder
2020-08-07 11:16:31,2,7.98,Chicken Nuggets 6pc
2020-08-07 14:08:40,4,4.36,Hash Brown
2020-08-07 15:48:23,1,4.99,Big Mac
2020-08-07 17:16:07,1,2.99,McChicken Sandwich
2020-08-07 17:39:53,3,11.97,Chicken Nuggets 6pc
2020-08-07 17:42:11,4,17.16,Filet-O-Fish
2020-08-07 18:30:20,4,11.96,McChicken Sandwich
2020-08-07 20:26:59,4,5.96,Cheeseburger
2020-08-07 20:51:58,2,5.98,McCafe Latte
2020-08-07 21:41:30,1,4.29,Filet-O-Fish
2020-08-08 08:14:52,3,11.97,Chicken Nuggets 6pc
2020-08-08 09:37:01,2,8.58,Filet-O-Fish
2020-08-08 11:02:51,1,1.99,Double Cheeseburger
2020-08-08 11:53:13,4,4.36,Hash Brown
2020-08-08 12:04:34,2,5.98,McChicken Sandwich
2020-08-08 13:11:43,1,3.99,Chicken Nuggets 6pc
2020-08-08 13:49:26,1,1.49,Cheeseburger
2020-08-08 14:45:22,3,6.57,Fries Medium
2020-08-08 15:14:03,1,2.99,McChicken Sandwich
2020-08-08 16:22:22,4,15.96,Chicken Nuggets 6pc
2020-08-08 20:04:28,2,7.98,Chicken Nuggets 6pc
2020-08-08 20:33:19,2,5.98,McChicken Sandwich
2020-08-08 21:04:36,4,17.16,Filet-O-Fish
2020-08-08 21:33:59,2,7.98,Chicken Nuggets 6pc
2020-08-09 08:01:49,1,1.19,Apple Pie
2020-08-09 08:21:26,1,2.19,Fries Medium
2020-08-09 09:02:31,1,2.19,Fries Medium
2020-08-09 11:05:37,2,9.98,Big Mac
2020-08-09 11:35:52,2,9.98,Big Mac
2020-08-09 13:04:26,1,3.99,Chicken Nuggets 6pc
2020-08-09 13:27:58,2,5.98,Fries Large
2020-08-09 13:56:48,2,4.38,Fries Medium
2020-08-09 15:04:51,2,9.98,Big Mac
2020-08-09 16:08:07,4,4.36,Hash Brown
2020-08-09 16:30:03,1,4.29,Filet-O-Fish
2020-08-09 16:30:08,1,3.99,Chicken Nuggets 6pc
2020-08-09 16:38:55,2,5.98,McCafe Latte
2020-08-09 17:03:34,4,8.76,Fries Medium
2020-08-09 17:30:59,1,1.09,Hash Brown
2020-08-09 17:57:23,1,4.99,Quarter Pounder
2020-08-09 18:22:27,2,4.98,McFlurry Oreo
2020-08-09 19:08:27,4,17.16,Filet-O-Fish
2020-08-09 20:42:58,3,3.27,Hash Brown
2020-08-09 20:54:56,3,14.97,Quarter Pounder
2020-08-10 08:22:57,1,2.49,McFlurry Oreo
2020-08-10 10:38:25,3,3.57,Apple Pie
2020-08-10 13:38:41,3,14.97,Big Mac
2020-08-10 13:44:34,3,7.47,McFlurry Oreo
2020-08-10 15:11:18,2,9.98,Big Mac
2020-08-10 15:45:19,2,5.98,Fries Large
2020-08-10 15:45:47,2,4.38,Fries Medium
2020-08-10 18:04:04,1,4.99,Quarter Pounder
2020-08-10 19:48:56,4,4.76,Apple Pie
2020-08-10 20:00:55,1,2.99,McCafe Latte
2020-08-10 21:03:04,2,2.18,Hash Brown
2020-08-10 21:41:15,3,8.97,Fries Large
2020-08-11 08:15:44,2,5.98,McCafe Latte
2020-08-11 08:17:54,1,2.19,Fries Medium
2020-08-11 08:58:38,3,7.47,McFlurry Oreo
2020-08-11 09:01:31,4,19.96,Quarter Pounder
2020-08-11 10:24:29,3,12.87,Filet-O-Fish
2020-08-11 10:42:27,4,4.76,Apple Pie
2020-08-11 12:05:13,4,4.36,Hash Brown
2020-08-11 12:37:24,3,14.97,Big Mac
2020-08-11 12:47:35,2,2.98,Cheeseburger
2020-08-11 13:46:52,1,1.19,Apple Pie
2020-08-11 15:01:55,4,15.96,Chicken Nuggets 6pc
2020-08-11 15:02:14,4,17.16,Filet-O-Fish
2020-08-11 18:19:02,1,2.49,McFlurry Oreo
2020-08-11 20:01:21,2,5.98,McCafe Latte
2020-08-11 20:06:35,1,1.09,Hash Brown
2020-08-11 21:27:50,4,4.36,Hash Brown
2020-08-11 21:34:29,3,12.87,Filet-O-Fish
2020-08-11 21:58:16,3,8.97,McCafe Latte
2020-08-12 08:22:30,4,19.96,Big Mac
2020-08-12 09:19:36,1,2.19,Fries Medium
2020-08-12 10:16:49,4,11.96,McChicken Sandwich
2020-08-12 11:07:41,1,3.99,Chicken Nuggets 6pc
2020-08-12 11:49:34,1,2.19,Fries Medium
2020-08-12 12:51:43,1,1.49,Cheeseburger
2020-08-12 12:55:31,3,8.97,McCafe Latte
2020-08-12 13:17:42,3,11.97,Chicken Nuggets 6pc
2020-08-12 14:03:37,2,3.98,Double Cheeseburger
2020-08-12 15:01:28,4,5.96,Cheeseburger
2020-08-12 17:25:02,3,6.57,Fries Medium
2020-08-12 17:35:20,3,8.97,McChicken Sandwich
2020-08-12 18:11:09,2,2.98,Cheeseburger
2020-08-12 18:32:55,2,9.98,Big Mac
2020-08-12 21:16:54,3,5.97,Double Cheeseburger
2020-08-13 08:20:38,2,4.38,Fries Medium
2020-08-13 08:35:45,3,11.97,Chicken Nuggets 6pc
2020-08-13 09:32:04,4,9.96,McFlurry Oreo
2020-08-13 09:38:13,1,1.49,Cheeseburger
2020-08-13 09:41:27,4,7.96,Double Cheeseburger
2020-08-13 09:59:14,1,4.29,Filet-O-Fish
2020-08-13 11:24:53,3,3.27,Hash Brown
2020-08-13 13:02:18,2,9.98,Big Mac
2020-08-13 13:06:04,2,7.98,Chicken Nuggets 6pc
2020-08-13 13:17:12,4,9.96,McFlurry Oreo
2020-08-13 13:26:57,3,8.97,McCafe Latte
2020-08-13 13:36:23,2,2.38,Apple Pie
2020-08-13 15:18:39,3,5.97,Double Cheeseburger
2020-08-13 16:45:02,3,14.97,Big Mac
2020-08-13 16:45:49,3,8.97,McCafe Latte
2020-08-13 16:46:07,4,15.96,Chicken Nuggets 6pc
2020-08-13 17:30:42,1,2.49,McFlurry Oreo
2020-08-13 18:46:09,1,3.99,Chicken Nuggets 6pc
2020-08-13 19:16:16,1,1.19,Apple Pie
2020-08-14 08:44:10,4,19.96,Big Mac
2020-08-14 09:22:35,3,12.87,Filet-O-Fish
2020-08-14 09:26:16,2,9.98,Big Mac
2020-08-14 10:56:29,2,9.98,Quarter Pounder
2020-08-14 11:51:49,3,3.57,Apple Pie
2020-08-14 13:07:05,3,6.57,Fries Medium
2020-08-14 13:08:25,4,17.16,Filet-O-Fish
2020-08-14 13:41:30,1,2.49,McFlurry Oreo
2020-08-14 15:20:47,2,5.98,Fries Large
2020-08-14 15:46:56,2,5.98,McChicken Sandwich
2020-08-14 15:50:26,2,7.98,Chicken Nuggets 6pc
2020-08-14 16:09:36,4,17.16,Filet-O-Fish
2020-08-14 16:15:49,2,2.38,Apple Pie
2020-08-14 16:55:33,2,5.98,McChicken Sandwich
2020-08-14 17:16:50,2,8.58,Filet-O-Fish
2020-08-14 19:06:08,4,11.96,McCafe Latte
2020-08-15 08:31:53,2,9.98,Big Mac
2020-08-15 08:38:57,2,4.98,McFlurry Oreo
2020-08-15 09:21:57,3,3.57,Apple Pie
2020-08-15 09:22:18,3,11.97,Chicken Nuggets 6pc
2020-08-15 10:02:52,2,5.98,Fries Large
2020-08-15 10:18:58,2,9.98,Quarter Pounder
2020-08-15 10:57:00,1,1.49,Cheeseburger
2020-08-15 11:35:53,1,1.49,Cheeseburger
2020-08-15 11:42:17,1,2.19,Fries Medium
2020-08-15 12:17:31,1,1.49,Cheeseburger
2020-08-15 12:20:24,4,9.96,McFlurry Oreo
2020-08-15 13:03:36,4,8.76,Fries Medium
2020-08-15 14:33:17,2,2.18,Hash Brown
2020-08-15 15:11:32,3,12.87,Filet-O-Fish
2020-08-15 15:58:26,3,3.27,Hash Brown
2020-08-15 18:41:29,3,11.97,Chicken Nuggets 6pc
2020-08-15 19:02:04,1,2.99,Fries Large
2020-08-15 19:08:46,4,8.76,Fries Medium
2020-08-15 19:53:27,4,7.96,Double Cheeseburger
2020-08-15 20:06:14,3,3.27,Hash Brown
2020-08-16 09:45:45,3,14.97,Quarter Pounder
2020-08-16 09:59:45,4,19.96,Big Mac
2020-08-16 11:53:35,3,8.97,McCafe Latte
2020-08-16 12:29:40,3,4.47,Cheeseburger
2020-08-16 12:36:27,2,5.98,Fries Large
2020-08-16 12:46:42,2,5.98,McChicken Sandwich
2020-08-16 14:31:16,4,11.96,McChicken Sandwich
2020-08-16 16:08:53,4,4.36,Hash Brown
2020-08-16 18:40:00,1,1.99,Double Cheeseburger
2020-08-16 19:04:20,2,5.98,McCafe Latte
2020-08-16 19:44:20,1,1.09,Hash Brown
2020-08-16 20:05:47,3,8.97,McChicken Sandwich
2020-08-17 08:27:04,2,2.18,Hash Brown
2020-08-17 09:11:29,4,4.76,Apple Pie
2020-08-17 09:56:57,2,5.98,McChicken Sandwich
2020-08-17 12:08:12,4,5.96,Cheeseburger
2020-08-17 12:53:14,2,4.98,McFlurry Oreo
2020-08-17 13:44:25,1,2.99,Fries Large
2020-08-17 14:28:20,3,8.97,McCafe Latte
2020-08-17 15:09:31,3,3.57,Apple Pie
2020-08-17 15:50:40,4,8.76,Fries Medium
2020-08-17 16:30:18,3,12.87,Filet-O-Fish
2020-08-17 16:54:46,1,1.99,Double Cheeseburger
2020-08-17 17:24:40,3,12.87,Filet-O-Fish
2020-08-17 18:22:30,2,7.98,Chicken Nuggets 6pc
2020-08-17 19:11:02,2,9.98,Quarter Pounder
2020-08-17 21:14:43,4,5.96,Cheeseburger
2020-08-18 08:35:49,4,11.96,McCafe Latte
2020-08-18 12:28:26,1,2.99,Fries Large
2020-08-18 14:25:16,4,17.16,Filet-O-Fish
2020-08-18 15:46:14,3,14.97,Big Mac
2020-08-18 16:12:10,3,3.57,Apple Pie
2020-08-18 16:13:49,2,2.38,Apple Pie
2020-08-18 16:13:56,3,6.57,Fries Medium
2020-08-18 17:39:21,1,1.99,Double Cheeseburger
2020-08-18 18:03:33,1,2.99,Fries Large
2020-08-18 18:15:01,4,19.96,Quarter Pounder
2020-08-18 18:20:26,3,8.97,Fries Large
2020-08-18 19:01:51,1,1.49,Cheeseburger
2020-08-18 20:45:21,1,4.29,Filet-O-Fish
2020-08-18 21:51:55,4,11.96,McCafe Latte
2020-08-19 08:00:47,4,11.96,McChicken Sandwich
2020-08-19 08:02:54,2,2.18,Hash Brown
2020-08-19 09:47:37,2,4.98,McFlurry Oreo
2020-08-19 10:18:19,1,4.99,Quarter Pounder
2020-08-19 11:53:38,4,11.96,McCafe Latte
2020-08-19 12:29:12,3,14.97,Big Mac
2020-08-19 12:47:07,1,1.19,Apple Pie
2020-08-19 12:51:10,2,8.58,Filet-O-Fish
2020-08-19 13:48:34,4,4.36,Hash Brown
2020-08-19 14:01:31,2,2.18,Hash Brown
2020-08-19 14:05:14,3,12.87,Filet-O-Fish
2020-08-19 14:13:35,3,8.97,Fries Large
2020-08-19 14:32:47,3,6.57,Fries Medium
2020-08-19 15:14:36,1,1.09,Hash Brown
2020-08-19 15:18:58,3,12.87,Filet-O-Fish
2020-08-19 16:25:50,1,4.99,Big Mac
2020-08-19 18:25:08,4,11.96,McCafe Latte
2020-08-19 18:36:30,3,8.97,McChicken Sandwich
2020-08-19 18:49:44,2,9.98,Big Mac
2020-08-19 21:05:04,3,3.27,Hash Brown
2020-08-20 08:49:31,2,4.98,McFlurry Oreo
2020-08-20 09:35:10,1,1.49,Cheeseburger
2020-08-20 12:47:21,4,8.76,Fries Medium
2020-08-20 13:41:15,4,19.96,Quarter Pounder
2020-08-20 13:44:36,1,1.49,Cheeseburger
2020-08-20 15:23:30,2,8.58,Filet-O-Fish
2020-08-20 17:15:05,4,4.76,Apple Pie
2020-08-20 17:53:30,4,5.96,Cheeseburger
2020-08-20 18:19:21,1,3.99,Chicken Nuggets 6pc
2020-08-20 19:30:32,4,11.96,Fries Large
2020-08-20 20:35:50,2,2.18,Hash Brown
2020-08-20 21:00:17,4,15.96,Chicken Nuggets 6pc
2020-08-21 09:00:19,4,5.96,Cheeseburger
2020-08-21 09:27:44,1,1.09,Hash Brown
2020-08-21 10:12:28,1,1.49,Cheeseburger
2020-08-21 10:18:33,2,5.98,Fries Large
2020-08-21 10:33:45,2,5.98,Fries Large
2020-08-21 10:47:55,4,7.96,Double Cheeseburger
2020-08-21 10:48:00,4,11.96,McChicken Sandwich
2020-08-21 11:44:06,2,2.18,Hash Brown
2020-08-21 12:46:59,4,11.96,McChicken Sandwich
2020-08-21 12:52:58,3,3.57,Apple Pie
2020-08-21 13:06:03,4,9.96,McFlurry Oreo
2020-08-21 13:26:11,1,4.99,Quarter Pounder
2020-08-21 13:39:49,3,12.87,Filet-O-Fish
2020-08-21 13:40:00,2,5.98,Fries Large
2020-08-21 14:00:18,4,9.96,McFlurry Oreo
2020-08-21 14:31:10,1,2.99,McChicken Sandwich
2020-08-21 15:29:13,3,8.97,Fries Large
2020-08-21 16:20:39,3,5.97,Double Cheeseburger
2020-08-21 17:10:04,4,15.96,Chicken Nuggets 6pc
2020-08-21 20:39:45,2,3.98,Double Cheeseburger
2020-08-22 09:37:09,2,4.38,Fries Medium
2020-08-22 09:57:03,3,14.97,Big Mac
2020-08-22 10:10:30,2,5.98,McCafe Latte
2020-08-22 10:40:53,2,7.98,Chicken Nuggets 6pc
2020-08-22 10:51:33,1,3.99,Chicken Nuggets 6pc
2020-08-22 11:05:59,2,5.98,McCafe Latte
2020-08-22 11:10:00,4,15.96,Chicken Nuggets 6pc
2020-08-22 12:11:16,2,5.98,McChicken Sandwich
2020-08-22 13:19:53,4,4.36,Hash Brown
2020-08-22 13:36:49,4,15.96,Chicken Nuggets 6pc
2020-08-22 14:42:30,4,5.96,Cheeseburger
2020-08-22 14:49:24,4,4.76,Apple Pie
2020-08-22 16:05:56,3,7.47,McFlurry Oreo
2020-08-22 16:48:07,3,8.97,Fries Large
2020-08-22 16:57:27,1,1.99,Double Cheeseburger
2020-08-22 19:50:16,4,19.96,Quarter Pounder
2020-08-22 20:47:55,3,11.97,Chicken Nuggets 6pc
2020-08-22 21:27:35,2,4.38,Fries Medium
2020-08-23 08:23:01,1,1.09,Hash Brown
2020-08-23 08:37:19,2,4.98,McFlurry Oreo
2020-08-23 09:54:34,3,14.97,Big Mac
2020-08-23 11:28:23,1,1.09,Hash Brown
2020-08-23 12:40:03,3,14.97,Big Mac
2020-08-23 13:58:16,1,2.99,Fries Large
2020-08-23 14:23:11,2,7.98,Chicken Nuggets 6pc
2020-08-23 14:53:54,1,1.49,Cheeseburger
2020-08-23 15:11:30,4,19.96,Quarter Pounder
2020-08-23 15:40:45,1,2.99,McChicken Sandwich
2020-08-23 17:17:02,1,2.49,McFlurry Oreo
2020-08-23 18:30:25,3,5.97,Double Cheeseburger
2020-08-23 18:39:47,2,4.38,Fries Medium
2020-08-23 19:27:13,3,14.97,Quarter Pounder
2020-08-23 19:47:11,2,7.98,Chicken Nuggets 6pc
2020-08-23 21:23:54,1,1.49,Cheeseburger
2020-08-23 21:45:59,1,3.99,Chicken Nuggets 6pc
2020-08-24 08:17:38,4,5.96,Cheeseburger
2020-08-24 09:11:46,1,2.99,McChicken Sandwich
2020-08-24 10:40:47,4,4.76,Apple Pie
2020-08-24 11:52:48,1,4.99,Big Mac
2020-08-24 12:35:22,3,14.97,Big Mac
2020-08-24 13:37:40,2,5.98,McChicken Sandwich
2020-08-24 15:36:53,3,8.97,McChicken Sandwich
2020-08-24 16:00:42,3,11.97,Chicken Nuggets 6pc
2020-08-24 17:59:29,1,1.09,Hash Brown
2020-08-24 19:10:57,3,8.97,Fries Large
2020-08-24 19:17:05,2,4.98,McFlurry Oreo
2020-08-24 21:42:42,4,17.16,Filet-O-Fish
2020-08-25 08:24:45,3,4.47,Cheeseburger
2020-08-25 10:18:16,2,4.38,Fries Medium
2020-08-25 11:53:12,4,11.96,Fries Large
2020-08-25 12:05:31,4,4.36,Hash Brown
2020-08-25 12:08:36,2,4.38,Fries Medium
2020-08-25 12:53:43,2,2.18,Hash Brown
2020-08-25 13:49:41,3,8.97,Fries Large
2020-08-25 15:05:56,3,5.97,Double Cheeseburger
2020-08-25 19:48:47,2,3.98,Double Cheeseburger
2020-08-25 20:00:13,2,5.98,McCafe Latte
2020-08-25 21:37:24,1,1.49,Cheeseburger
2020-08-25 21:40:43,4,9.96,McFlurry Oreo
2020-08-26 09:32:49,3,7.47,McFlurry Oreo
2020-08-26 10:29:37,4,5.96,Cheeseburger
2020-08-26 10:58:22,1,1.99,Double Cheeseburger
2020-08-26 11:21:44,3,5.97,Double Cheeseburger
2020-08-26 11:29:16,3,3.57,Apple Pie
2020-08-26 13:44:06,1,3.99,Chicken Nuggets 6pc
2020-08-26 15:21:21,4,5.96,Cheeseburger
2020-08-26 15:34:11,2,4.38,Fries Medium
2020-08-26 15:51:39,1,2.99,McCafe Latte
2020-08-26 16:42:40,1,4.99,Big Mac
2020-08-26 17:24:42,3,8.97,Fries Large
2020-08-26 19:25:30,4,19.96,Quarter Pounder
2020-08-26 19:27:22,2,4.98,McFlurry Oreo
2020-08-26 21:57:00,3,5.97,Double Cheeseburger
2020-08-27 08:30:10,3,5.97,Double Cheeseburger
2020-08-27 10:19:19,2,2.98,Cheeseburger
2020-08-27 11:54:13,2,5.98,McChicken Sandwich
2020-08-27 12:02:59,4,7.96,Double Cheeseburger
2020-08-27 12:56:38,2,4.98,McFlurry Oreo
2020-08-27 14:27:49,1,1.19,Apple Pie
2020-08-27 15:00:42,2,8.58,Filet-O-Fish
2020-08-27 15:35:43,1,2.99,Fries Large
2020-08-27 15:42:24,2,8.58,Filet-O-Fish
2020-08-27 17:01:10,4,8.76,Fries Medium
